,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
27,frozenset({'rolls/buns'}),frozenset({'yogurt'}),0.11000467820624206,0.08587850030074183,0.007819287576020852,0.07108140947752127,0.8276973774413625,1.0,-0.0016277492143969147,0.9840706268835703,-0.18956238868822703,0.04157782515991471,-0.016187225470671827,0.08106599656755442
28,frozenset({'yogurt'}),frozenset({'whole milk'}),0.08587850030074183,0.15792287642852368,0.011160863463209249,0.1299610894941634,0.8229402378760758,1.0,-0.002401316327651736,0.9678614524054983,-0.190524689389268,0.047974719908072394,-0.03320573157927244,0.10031698148004828
29,frozenset({'whole milk'}),frozenset({'yogurt'}),0.15792287642852368,0.08587850030074183,0.011160863463209249,0.07067287346593314,0.8229402378760758,1.0,-0.002401316327651736,0.9836380254049849,-0.2035078661263349,0.047974719908072394,-0.016634142003892564,0.10031698148004828
30,frozenset({'soda'}),frozenset({'tropical fruit'}),0.09710619528169484,0.0677671589921807,0.005413352937245205,0.055746730901582935,0.822621631637461,1.0,-0.0011672580375351573,0.9872699110673189,-0.19277777654835418,0.03394803017602682,-0.012894233674070861,0.06781419385315833
31,frozenset({'tropical fruit'}),frozenset({'soda'}),0.0677671589921807,0.09710619528169484,0.005413352937245205,0.07988165680473373,0.822621631637461,1.0,-0.0011672580375351573,0.9812800835845246,-0.18785041489123108,0.03394803017602682,-0.019077036952684607,0.06781419385315833
32,frozenset({'beer'}),frozenset({'soda'}),0.12210118291786407,0.09710619528169484,0.009690570072846355,0.07936507936507937,0.8173019150307521,1.0,-0.0021662112397016955,0.9807294775388488,-0.20295131304305608,0.046251993620414676,-0.019649172276855455,0.08957930499568491
33,frozenset({'soda'}),frozenset({'beer'}),0.09710619528169484,0.12210118291786407,0.009690570072846355,0.09979353062629044,0.817301915030752,1.0,-0.0021662112397016955,0.9752194046027092,-0.19844791988039007,0.046251993620414676,-0.025410277195403178,0.08957930499568491
34,frozenset({'beer'}),frozenset({'cereal'}),0.12210118291786407,0.06034886052262247,0.006014836596939116,0.04926108374384236,0.8162719779170688,1.0,-0.0013538306606182757,0.9883377270150654,-0.20406691751646588,0.03409090909090909,-0.011799886482282133,0.07446442891511054
35,frozenset({'cereal'}),frozenset({'beer'}),0.06034886052262247,0.12210118291786407,0.006014836596939116,0.09966777408637872,0.8162719779170688,1.0,-0.0013538306606182757,0.9750831879768372,-0.19324760871935237,0.03409090909090909,-0.025553524386838854,0.07446442891511054
36,frozenset({'tropical fruit'}),frozenset({'rolls/buns'}),0.0677671589921807,0.11000467820624206,0.006081668114682885,0.08974358974358976,0.815816119886594,1.0,-0.0013730364032031967,0.9777413394353961,-0.19496248660235785,0.035422343324250684,-0.022765387599809745,0.07251456522416426
37,frozenset({'rolls/buns'}),frozenset({'tropical fruit'}),0.11000467820624206,0.0677671589921807,0.006081668114682885,0.05528554070473877,0.815816119886594,1.0,-0.0013730364032031967,0.9867879461729072,-0.202342854209094,0.035422343324250684,-0.013388949346547689,0.07251456522416426
38,frozenset({'whole milk'}),frozenset({'canned beer'}),0.15792287642852368,0.04691572545612511,0.006014836596939116,0.03808717731696996,0.81182113133023,1.0,-0.0013942297168230717,0.9908218833027613,-0.21585223170944204,0.030252100840336135,-0.009263134829687858,0.08314615276104907
39,frozenset({'canned beer'}),frozenset({'whole milk'}),0.04691572545612511,0.15792287642852368,0.006014836596939116,0.1282051282051282,0.8118211313302299,1.0,-0.0013942297168230717,0.9659119946849287,-0.19562985775040317,0.030252100840336135,-0.03529100529100529,0.08314615276104907
40,frozenset({'cereal'}),frozenset({'rolls/buns'}),0.06034886052262247,0.11000467820624206,0.005346521419501437,0.08859357696566998,0.8053619028780802,1.0,-0.0012921355624030328,0.9765076252488012,-0.20458129493146865,0.03240178209801539,-0.024057543580587218,0.06859812505634653
41,frozenset({'rolls/buns'}),frozenset({'cereal'}),0.11000467820624206,0.06034886052262247,0.005346521419501437,0.04860267314702309,0.8053619028780802,1.0,-0.0012921355624030328,0.9876537519666433,-0.21355796075467012,0.03240178209801539,-0.012500583335781903,0.06859812505634653
42,frozenset({'rolls/buns'}),frozenset({'whole milk'}),0.11000467820624206,0.15792287642852368,0.013967787208447505,0.12697448359659783,0.8040284376030019,1.0,-0.0034044679944763706,0.9645504143344816,-0.2149864447279974,0.055,-0.03675244459873861,0.10771068657189181
43,frozenset({'whole milk'}),frozenset({'rolls/buns'}),0.15792287642852368,0.11000467820624206,0.013967787208447505,0.0884468895471858,0.8040284376030019,1.0,-0.0034044679944763706,0.9763504853289926,-0.22447403737331859,0.055,-0.024222361771078987,0.10771068657189181
